StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q10 CONTROL,Q11 SPLIT,Q12 FREE ALLOCATION_1,Q12 FREE ALLOCATION_2,Q12 FREE ALLOCATION_5,Q14,Q44,Q29,Q30,Q51,Q52,Q52_4_TEXT,Q50,Q3,Q24 Sharma/Morwitz,Q15,Q16,Q17,Q25,Q26,Q46,Q47,Q48,Q49,Q39,Q40,Q41,Q42,Q20,Q21,Q22,Q23,Q27_1,Q28_1,Q28_2,Q28_3,PROLIFIC_PID,AMF
2024-03-04 14:49:27,2024-03-04 14:56:15,IP Address,64.233.141.2,100,407,True,2024-03-04 14:56:15,R_3bVRMDxGs2M80Yz,,,,,36.1958,-94.2143,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,20,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,5d16b6890a274600163f6518,-,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,64,74,73,69,5d16b6890a274600163f6518,Against Malaria Foundation
2024-03-04 14:52:07,2024-03-04 14:56:16,IP Address,73.238.88.162,100,248,True,2024-03-04 14:56:16,R_7JYyfjyZQSozfO1,,,,,41.3571,-72.9334,anonymous,EN,0.8999999761581421,YES,,,0,50,50,50,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,60e45acbc927879ccc9637c4,-,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,80,80,,80,60e45acbc927879ccc9637c4,Against Malaria Foundation
2024-03-04 14:51:34,2024-03-04 14:56:20,IP Address,24.30.38.199,100,285,True,2024-03-04 14:56:20,R_5YMrfPIvaVfti5n,,,,,33.8574,-84.013,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,64836981f87b85ab4b89dcf1,-,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,,,12,,,100,64836981f87b85ab4b89dcf1,Against Malaria Foundation
2024-03-04 14:53:53,2024-03-04 14:56:22,IP Address,76.35.154.1,100,148,True,2024-03-04 14:56:22,R_3T2DEiEdNyQoQ6Z,,,,,37.7448,-87.6957,anonymous,EN,1,YES,,,25,10,65,65,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,"White or Caucasian,Asian",5fd8e27b6feb8e0d22eb3bd0,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,80,50,80,100,5fd8e27b6feb8e0d22eb3bd0,Against Malaria Foundation
2024-03-04 14:50:07,2024-03-04 14:56:28,IP Address,71.68.168.224,100,380,True,2024-03-04 14:56:28,R_1gOZ7MQLC91lmN8,,,,,34.3789,-80.0831,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,611bce5ac6e92b749dc5e450,-,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,80,,,80,611bce5ac6e92b749dc5e450,Against Malaria Foundation
2024-03-04 14:52:35,2024-03-04 14:56:30,IP Address,67.6.162.156,100,234,True,2024-03-04 14:56:30,R_39fCj7lchS1zaoh,,,,,38.6619,-90.8459,anonymous,EN,1,YES,,Donate all to The Malaria Consortium,,,,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,5d88f2c014ae0000010d92a7,-,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,,,,52,51,,,5d88f2c014ae0000010d92a7,Against Malaria Foundation
2024-03-04 14:53:31,2024-03-04 14:56:33,IP Address,66.177.56.16,100,181,True,2024-03-04 14:56:33,R_1KDzsWeK5LskI2R,,,,,30.3511,-81.506,anonymous,EN,1,YES,,,0,30,70,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,5b21c4ab31d0080001b9f55e,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,49,62,,61,5b21c4ab31d0080001b9f55e,Against Malaria Foundation
2024-03-04 14:53:36,2024-03-04 14:56:42,IP Address,68.61.192.12,100,185,True,2024-03-04 14:56:42,R_6mkcIqZuDCA7Ewp,,,,,42.6969,-84.5464,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Male,,Black or African American,5d1e2045a37a4d001a1fc2cb,-,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,100,,,50,5d1e2045a37a4d001a1fc2cb,Against Malaria Foundation
2024-03-04 14:51:10,2024-03-04 14:56:45,IP Address,108.175.251.156,100,334,True,2024-03-04 14:56:45,R_700ImkHDLRLQHrC,,,,,39.173,-87.2074,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Not at all important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,586371807fbbcd00013972ad,-,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,50,1,1,1,586371807fbbcd00013972ad,Against Malaria Foundation
2024-03-04 14:50:38,2024-03-04 14:56:48,IP Address,99.138.100.42,100,369,True,2024-03-04 14:56:48,R_6KZCvwI8GbcENWh,,,,,41.8972,-87.6196,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,5dc12689c0621a0910906454,-,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,100,100,100,5dc12689c0621a0910906454,Against Malaria Foundation
2024-03-04 14:50:29,2024-03-04 14:56:49,IP Address,75.191.242.217,100,379,True,2024-03-04 14:56:49,R_6MxBGNq4eO615jX,,,,,36.0217,-79.7839,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5acbd1ecf69e940001d9cd4d,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,0,,0,,5acbd1ecf69e940001d9cd4d,Against Malaria Foundation
2024-03-04 14:51:50,2024-03-04 14:56:49,IP Address,72.218.12.118,100,299,True,2024-03-04 14:56:50,R_6INvbN35ctebjEt,,,,,37.11,-76.5115,anonymous,EN,1,YES,,,35,30,35,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,565c6791c121fe0012fc3caf,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,65,75,73,76,565c6791c121fe0012fc3caf,Against Malaria Foundation
2024-03-04 14:52:38,2024-03-04 14:56:53,IP Address,100.7.36.79,100,255,True,2024-03-04 14:56:54,R_7iDbQp9xCxj3s0p,,,,,37.5186,-77.6455,anonymous,EN,1,YES,,,30,70,0,50,Moderately important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",18-24 years old,Female,,White or Caucasian,60fdb73b85f276ed91d84eb9,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,10,80,60,,60fdb73b85f276ed91d84eb9,Against Malaria Foundation
2024-03-04 14:51:29,2024-03-04 14:56:55,IP Address,172.56.169.208,100,326,True,2024-03-04 14:56:56,R_7N5oLgbKnBvTkL0,,,,,38.6096,-121.4443,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,Other,62e1bc1f7bc99745a170ce2e,Very much so,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,94,90,90,90,62e1bc1f7bc99745a170ce2e,Against Malaria Foundation
2024-03-04 14:50:39,2024-03-04 14:56:56,IP Address,73.207.149.206,100,377,True,2024-03-04 14:56:56,R_50uEaNFXcN6gHu3,,,,,33.6163,-84.2945,anonymous,EN,0.699999988079071,YES,,,0,100,0,2,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5e8a1827052175000938eb91,-,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,,,,,3,3,,,5e8a1827052175000938eb91,Against Malaria Foundation
2024-03-04 14:50:19,2024-03-04 14:56:56,IP Address,107.204.182.107,100,396,True,2024-03-04 14:56:57,R_1B7bunhTV8BuMnf,,,,,43.1228,-89.3841,anonymous,EN,1,YES,,,50,0,50,0,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,6516d88d9463264599a744b5,-,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,9,,50,50,6516d88d9463264599a744b5,Against Malaria Foundation
2024-03-04 14:55:06,2024-03-04 14:56:57,IP Address,70.44.250.211,100,110,True,2024-03-04 14:56:58,R_1uNUn07EeS2exD7,,,,,40.8011,-75.9774,anonymous,EN,1,YES,,,33,34,33,100,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,Black or African American,5b72d3f8afce7600019fe275,-,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,76,77,78,77,5b72d3f8afce7600019fe275,Against Malaria Foundation
2024-03-04 14:50:29,2024-03-04 14:56:58,IP Address,107.4.78.94,100,388,True,2024-03-04 14:56:59,R_6LhGtXlXv3U42xX,,,,,43.053,-83.7473,anonymous,EN,0.8999999761581421,YES,Donate all to United to Beat Malaria,,,,,10,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,Prefer not to say,5e42f74f5b772a18434cabf7,-,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,100,,,100,5e42f74f5b772a18434cabf7,Against Malaria Foundation
2024-03-04 14:52:22,2024-03-04 14:57:00,IP Address,73.242.204.24,100,277,True,2024-03-04 14:57:00,R_6EhgFKOjwaO8lgO,,,,,35.141,-106.711,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,0,Very important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",45-54 years old,Male,,White or Caucasian,644c061ce861c17549323c00,-,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,70,,80,,644c061ce861c17549323c00,Against Malaria Foundation
2024-03-04 14:52:12,2024-03-04 14:57:01,IP Address,98.148.192.39,100,289,True,2024-03-04 14:57:01,R_6F2Ouj6bx2j2IRK,,,,,33.8137,-117.2228,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,50,Very important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Female,,Other,5ffd0c9a38e1701dd161d59b,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,11,50,50,50,5ffd0c9a38e1701dd161d59b,Against Malaria Foundation
2024-03-04 14:53:08,2024-03-04 14:57:02,IP Address,104.15.55.104,100,233,True,2024-03-04 14:57:02,R_3wHUlvuUP9NsHdd,,,,,36.3725,-96.0117,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,20,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5fbb2540b981f7c1e0fca5ff,Very much so,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,100,100,,,5fbb2540b981f7c1e0fca5ff,Against Malaria Foundation
2024-03-04 14:53:23,2024-03-04 14:57:02,IP Address,166.137.19.35,100,218,True,2024-03-04 14:57:02,R_5jBqhN6iSE8uriW,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,656895b98a551bd79eb47d0c,-,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,95,100,100,100,656895b98a551bd79eb47d0c,Against Malaria Foundation
2024-03-04 14:51:35,2024-03-04 14:57:06,IP Address,71.67.224.197,100,330,True,2024-03-04 14:57:06,R_6lJKzoYUB7SQsdP,,,,,39.9625,-83.0061,anonymous,EN,1,YES,,,5,75,20,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,White or Caucasian,6107b4aa3c585fe9d8819e83,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,75,100,85,60,6107b4aa3c585fe9d8819e83,Against Malaria Foundation
2024-03-04 14:53:19,2024-03-04 14:57:11,IP Address,12.75.115.4,100,232,True,2024-03-04 14:57:12,R_1hqoUHN5uylZFjr,,,,,27.959,-82.4938,anonymous,EN,1,YES,,,0,100,0,100,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,65b26e8bd6fb6a796a46007c,Not at all,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,51,43,,,65b26e8bd6fb6a796a46007c,Against Malaria Foundation
2024-03-04 14:53:07,2024-03-04 14:57:15,IP Address,172.56.51.201,100,247,True,2024-03-04 14:57:15,R_19v4f5OR0kEv2Dx,,,,,29.8304,-95.3786,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,25.00,Extremely important,$40 Paypal bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,Black or African American,5bf3680162e1bc0001f15a09,-,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,88,,100,,5bf3680162e1bc0001f15a09,Against Malaria Foundation
2024-03-04 14:51:03,2024-03-04 14:57:16,IP Address,24.35.218.72,100,372,True,2024-03-04 14:57:16,R_6ng3DiOiPupC4W5,,,,,35.0984,-91.9143,anonymous,EN,1,YES,,,30,40,30,50,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,65ae753f461708b5afb69186,Very much so,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,100,100,100,100,65ae753f461708b5afb69186,Against Malaria Foundation
2024-03-04 14:50:19,2024-03-04 14:57:16,IP Address,96.37.226.174,100,416,True,2024-03-04 14:57:17,R_51v1TWF4VfP73LP,,,,,35.7532,-81.3264,anonymous,EN,1,YES,,Donate all to Against Malaria Foundation,,,,75,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,63eceb160f69b779c757c48b,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,97,,63eceb160f69b779c757c48b,Against Malaria Foundation
2024-03-04 14:53:20,2024-03-04 14:57:19,IP Address,75.133.155.168,100,238,True,2024-03-04 14:57:19,R_6Ww0zw0Eppem7ft,,,,,37.7759,-90.4071,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,62897d2024f826ea90b7efa1,-,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100,100,100,100,62897d2024f826ea90b7efa1,Against Malaria Foundation
2024-03-04 14:51:44,2024-03-04 14:57:25,IP Address,68.103.25.127,100,341,True,2024-03-04 14:57:25,R_6JWqKbbaMYuHFAt,,,,,37.3933,-94.7162,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,80,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,62985696ac29368711b54098,-,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,51,59,59,59,62985696ac29368711b54098,Against Malaria Foundation
2024-03-04 14:53:08,2024-03-04 14:57:27,IP Address,47.199.63.52,100,258,True,2024-03-04 14:57:27,R_1kyNiOI28fB8rEg,,,,,28.2137,-82.6809,anonymous,EN,1,YES,,,90,5,5,0,Moderately important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",65+ years old,Male,,White or Caucasian,5a0efb83ab721b0001ef8509,-,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,12,30,5,4,5a0efb83ab721b0001ef8509,Against Malaria Foundation
2024-03-04 14:52:21,2024-03-04 14:57:28,IP Address,99.119.191.206,100,307,True,2024-03-04 14:57:29,R_6lfNTenymrhR9oX,,,,,29.5542,-95.7325,anonymous,EN,0.8999999761581421,YES,,,100,0,0,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,Asian,5fdbd0c98929f00b48b7a9a3,-,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,50,,90,,5fdbd0c98929f00b48b7a9a3,Against Malaria Foundation
2024-03-04 14:53:52,2024-03-04 14:57:31,IP Address,174.69.128.175,100,219,True,2024-03-04 14:57:31,R_18yBtgreWGiLTrP,,,,,30.3608,-91.0917,anonymous,EN,0.8999999761581421,YES,,,45,45,10,75,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5cf551508926360018a5e9ff,-,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,98,100,100,75,5cf551508926360018a5e9ff,Against Malaria Foundation
2024-03-04 14:55:07,2024-03-04 14:57:34,IP Address,24.10.252.118,100,146,True,2024-03-04 14:57:34,R_1ml2OHUFwB8OZdo,,,,,40.7406,-111.823,anonymous,EN,1,YES,,Donate all to The Malaria Consortium,,,,10,Slightly important,$60 mTurk contribution,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,63deeebc2822414d8f9e5958,-,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,,51,51,,,63deeebc2822414d8f9e5958,Against Malaria Foundation
2024-03-04 14:53:09,2024-03-04 14:57:36,IP Address,24.163.54.80,100,266,True,2024-03-04 14:57:36,R_73eiDsBmIMo9u4E,,,,,35.8964,-78.7115,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,5c4bfc488897520001567367,-,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,,,,92,93,,,5c4bfc488897520001567367,Against Malaria Foundation
2024-03-04 14:51:27,2024-03-04 14:57:37,IP Address,104.5.231.85,100,370,True,2024-03-04 14:57:38,R_6DIYeL3cKEWD721,,,,,41.1829,-80.7591,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,15,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,"White or Caucasian,Asian,Native Hawaiian or Other Pacific Islander",5e09ffd8fa3d102a583771c1,-,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,51,51,,,5e09ffd8fa3d102a583771c1,Against Malaria Foundation
2024-03-04 14:53:08,2024-03-04 14:57:38,IP Address,75.164.204.174,100,270,True,2024-03-04 14:57:39,R_1fZvzzaHdRkBYqP,,,,,45.4804,-122.5891,anonymous,EN,1,YES,,Donate all to United to Beat Malaria,,,,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,"White or Caucasian,Other",646baac5b4e8832e17b2158c,-,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,70,,,82,646baac5b4e8832e17b2158c,Against Malaria Foundation
2024-03-04 14:53:21,2024-03-04 14:57:40,IP Address,71.64.102.50,100,258,True,2024-03-04 14:57:40,R_7SAZb91I6gcZvAi,,,,,41.3284,-81.4981,anonymous,EN,0.8999999761581421,YES,,,50,50,0,0,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,628f0d7e3055b5d1887916c5,Not at all,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,0,0,0,,628f0d7e3055b5d1887916c5,Against Malaria Foundation
2024-03-04 14:53:38,2024-03-04 14:57:40,IP Address,63.225.195.162,100,241,True,2024-03-04 14:57:40,R_6sSbBWFhH4fZ3c4,,,,,33.5613,-112.1442,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,25,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,5cc3f0f9fdb33500018c5eeb,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,86,90,90,90,5cc3f0f9fdb33500018c5eeb,Against Malaria Foundation
