StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q7,Q8,Q9,Q10,Q10_4_TEXT,Q11,Q12,Q14,Q15,Q16_1,Q16_5,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31_1,Q66_1,Q66_2,Q33,Q34,PROLIFIC_PID
2024-04-04 17:03:19,2024-04-04 17:04:37,IP Address,67.186.112.148,100,78,True,2024-04-04 17:04:37,R_30eCMFUtJfSuz6J,,,,,39.8367,-88.9428,anonymous,EN,1,YES,0,Moderately important,45-54 years old,Non-binary / third gender,,White or Caucasian,55f5e5e132af740012171c62,,,,,,,,,,,,,,,,,,,,,55f5e5e132af740012171c62
2024-04-04 17:03:56,2024-04-04 17:04:38,IP Address,50.46.255.197,100,41,True,2024-04-04 17:04:39,R_1s0YwbCv3y5CTlh,,,,,47.6722,-122.1257,anonymous,EN,1,YES,0,Slightly important,18-24 years old,Male,,White or Caucasian,56b2dbf99b487500052098fb,,,,,,,,,,,,,,,,,,,,,56b2dbf99b487500052098fb
2024-04-04 17:03:53,2024-04-04 17:04:42,IP Address,98.165.121.124,100,49,True,2024-04-04 17:04:43,R_3IiNZDSfEKBJiTq,,,,,33.3121,-111.8213,anonymous,EN,1,YES,0,Very important,25-34 years old,Female,,Asian,65d5077d6547c0b398176587,,,,,,,,,,,,,,,,,,,,,65d5077d6547c0b398176587
2024-04-04 17:01:07,2024-04-04 17:04:44,IP Address,173.69.36.191,100,216,True,2024-04-04 17:04:44,R_7QcKUTPHEuBFlw5,,,,,41.8333,-71.4314,anonymous,EN,1,YES,50,Very important,25-34 years old,Prefer to self-describe,Genderqueer,White or Caucasian,5d0c185215f65d00017699f2,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,73,53,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5d0c185215f65d00017699f2
2024-04-04 17:02:17,2024-04-04 17:04:44,IP Address,208.102.125.225,100,146,True,2024-04-04 17:04:44,R_2mzyolvmvc85HC9,,,,,39.2041,-84.3968,anonymous,EN,1,YES,50,Very important,55-64 years old,Female,,White or Caucasian,5fb9de27e62120924c5b2176,,Donate all to Against Malaria Foundation,,,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5fb9de27e62120924c5b2176
2024-04-04 17:02:38,2024-04-04 17:04:45,IP Address,136.62.28.150,100,127,True,2024-04-04 17:04:45,R_1j70Irusbrq4YyL,,,,,30.2423,-97.7672,anonymous,EN,0.8999999761581421,YES,0,Not at all important,25-34 years old,Male,,White or Caucasian,578673a9275be6000135880e,,,,,,,,,,,,,,,,,,,,,578673a9275be6000135880e
2024-04-04 17:03:36,2024-04-04 17:04:48,IP Address,35.138.204.202,100,71,True,2024-04-04 17:04:48,R_21XfTr16JvLiDbk,,,,,28.1412,-82.5931,anonymous,EN,0.8999999761581421,YES,0,Very important,25-34 years old,Female,,White or Caucasian,5f53ffa9a0830d765571ef78,,,,,,,,,,,,,,,,,,,,,5f53ffa9a0830d765571ef78
2024-04-04 17:03:31,2024-04-04 17:04:49,IP Address,172.59.97.92,100,78,True,2024-04-04 17:04:50,R_2jPmDVJ0H0Fl9nn,,,,,43.067,-87.9682,anonymous,EN,1,YES,0,Very important,35-44 years old,Male,,White or Caucasian,650a2466738bb786a6c7849b,,,,,,,,,,,,,,,,,,,,,650a2466738bb786a6c7849b
2024-04-04 17:01:10,2024-04-04 17:04:57,IP Address,98.97.12.222,100,226,True,2024-04-04 17:04:58,R_1dsxHVvl5tdjgMJ,,,,,41.8874,-87.6318,anonymous,EN,1,YES,40,Very important,18-24 years old,Female,,White or Caucasian,6150959994d91182700e0290,,,50,50,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6150959994d91182700e0290
2024-04-04 17:02:28,2024-04-04 17:05:05,IP Address,70.44.135.155,100,156,True,2024-04-04 17:05:05,R_1H1zkGrYx4wEU0K,,,,,41.1404,-75.9364,anonymous,EN,1,YES,50,Very important,18-24 years old,Male,,Other,65d673c9b5da5063ef2ef54a,,Split donation equally among both the charities,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,74,80,80,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65d673c9b5da5063ef2ef54a
2024-04-04 17:04:23,2024-04-04 17:05:07,IP Address,128.151.150.9,100,44,True,2024-04-04 17:05:07,R_2EKdq6FzXmImOat,,,,,43.1308,-77.6282,anonymous,EN,0.8999999761581421,YES,0,Slightly important,18-24 years old,Female,,Asian,5edbc7af4c8967866fb2a352,,,,,,,,,,,,,,,,,,,,,5edbc7af4c8967866fb2a352
2024-04-04 17:02:41,2024-04-04 17:05:12,IP Address,174.246.193.34,100,150,True,2024-04-04 17:05:12,R_3KCfOv3jhx95Jfz,,,,,30.2304,-97.7243,anonymous,EN,1,YES,100,Extremely important,25-34 years old,Male,,White or Caucasian,63edbe2f404e314b84b42166,,Split donation equally among both the charities,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63edbe2f404e314b84b42166
2024-04-04 16:58:53,2024-04-04 17:05:13,IP Address,71.8.73.172,100,379,True,2024-04-04 17:05:14,R_2QzxieDHD8LzAli,,,,,33.3555,-86.8274,anonymous,EN,1,YES,30,Moderately important,45-54 years old,Female,,White or Caucasian,574450f63fdc69000e09555d,,,50,50,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,82,80,80,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",574450f63fdc69000e09555d
2024-04-04 17:02:41,2024-04-04 17:05:16,IP Address,98.161.21.51,100,154,True,2024-04-04 17:05:16,R_7ezFKM8N2UI6N4R,,,,,41.2854,-96.1494,anonymous,EN,0.8999999761581421,YES,20,Very important,35-44 years old,Male,,White or Caucasian,63d96d5957cdd8a417721253,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,80,80,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63d96d5957cdd8a417721253
2024-04-04 17:02:04,2024-04-04 17:05:22,IP Address,72.230.199.13,100,197,True,2024-04-04 17:05:22,R_2upKBjtwCwpEkAh,,,,,42.4617,-75.0534,anonymous,EN,0.8999999761581421,YES,25,Moderately important,35-44 years old,Male,,White or Caucasian,5fb69cacddba6408f81a9564,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,60,75,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5fb69cacddba6408f81a9564
2024-04-04 17:01:24,2024-04-04 17:05:31,IP Address,75.229.55.206,100,246,True,2024-04-04 17:05:31,R_1MlgtTQetypMHzC,,,,,28.5981,-81.3515,anonymous,EN,0.8999999761581421,YES,20,Moderately important,35-44 years old,Female,,Black or African American,657ffdc58fefbad75962587c,,,50,50,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,93,90,90,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",657ffdc58fefbad75962587c
2024-04-04 17:00:34,2024-04-04 17:05:38,IP Address,108.234.164.167,100,304,True,2024-04-04 17:05:39,R_7xPNU1P3vQop7lC,,,,,30.3251,-92.0396,anonymous,EN,0.8999999761581421,YES,5,Moderately important,35-44 years old,Female,,White or Caucasian,60b8242021561f7827855c02,,,50,50,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,60,75,75,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",60b8242021561f7827855c02
2024-04-04 16:56:55,2024-04-04 17:05:49,IP Address,24.208.130.216,100,534,True,2024-04-04 17:05:50,R_2hx1eMcgv3PIYi5,,,,,39.9072,-82.7553,anonymous,EN,0.699999988079071,YES,100,Extremely important,25-34 years old,Male,,White or Caucasian,55bd40a5fdf99b46824c84d6,,,50,50,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55bd40a5fdf99b46824c84d6
2024-04-04 17:01:31,2024-04-04 17:05:56,IP Address,172.91.40.115,100,265,True,2024-04-04 17:05:56,R_16ar0XnLuOHbbva,,,,,34.6038,-118.2295,anonymous,EN,1,YES,50,Extremely important,25-34 years old,Female,,"White or Caucasian,American Indian/Native American or Alaska Native",6400ef554a967a7e4736a8c4,Donate all to United to Beat Malaria,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,60,,70,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6400ef554a967a7e4736a8c4
2024-04-04 17:05:17,2024-04-04 17:05:56,IP Address,98.156.200.128,100,39,True,2024-04-04 17:05:57,R_5Jl9CtwB1MmILJv,,,,,32.9103,-96.7283,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62eff8235ccfda08200e062c
2024-04-04 17:04:43,2024-04-04 17:06:08,IP Address,174.202.225.134,100,85,True,2024-04-04 17:06:09,R_6hc2zBDuGWJn3S9,,,,,29.7228,-95.4251,anonymous,EN,0.8999999761581421,YES,0,Extremely important,18-24 years old,Female,,White or Caucasian,66060dfa16ecde00e133ca3e,,,,,,,,,,,,,,,,,,,,,66060dfa16ecde00e133ca3e
2024-04-04 17:03:39,2024-04-04 17:06:14,IP Address,205.175.118.159,100,155,True,2024-04-04 17:06:15,R_5rMtH2HIQ0HdDWy,,,,,47.6547,-122.3005,anonymous,EN,1,YES,20,Very important,25-34 years old,Female,,White or Caucasian,5eeacbcbb570dc1ab706417a,,Donate all to Against Malaria Foundation,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,83,90,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5eeacbcbb570dc1ab706417a
2024-04-04 17:05:34,2024-04-04 17:06:17,IP Address,70.244.53.46,100,43,True,2024-04-04 17:06:18,R_7JsIaRBgk3QTwMV,,,,,42.4933,-83.135,anonymous,EN,1,YES,0,Very important,18-24 years old,Non-binary / third gender,,White or Caucasian,5e73a3e6a3a80a069b53bc93,,,,,,,,,,,,,,,,,,,,,5e73a3e6a3a80a069b53bc93
2024-04-04 16:41:51,2024-04-04 17:06:22,IP Address,97.104.32.111,100,1471,True,2024-04-04 17:06:23,R_2fwPJrZo3pj4CB6,,,,,28.9107,-81.1957,anonymous,EN,1,YES,50,Very important,25-34 years old,Male,,White or Caucasian,5dc37cc0380a67285572a9b3,,,50,50,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,90,90,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5dc37cc0380a67285572a9b3
2024-04-04 17:05:24,2024-04-04 17:06:35,IP Address,198.29.61.91,100,71,True,2024-04-04 17:06:35,R_5rtZqvtWBAUa1vb,,,,,34.0555,-78.9184,anonymous,EN,0.8999999761581421,YES,0,Moderately important,25-34 years old,Female,,White or Caucasian,5c5f95cf4fff5700017ecc6b,,,,,,,,,,,,,,,,,,,,,5c5f95cf4fff5700017ecc6b
2024-04-04 17:01:48,2024-04-04 17:06:35,IP Address,23.117.137.187,100,287,True,2024-04-04 17:06:36,R_5B20sRnlVYpiSL7,,,,,37.6275,-97.3559,anonymous,EN,1,YES,50,Moderately important,35-44 years old,Male,,White or Caucasian,65d9295bc0ca41b6179ae767,,,50,50,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100,100,79,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65d9295bc0ca41b6179ae767
2024-04-04 17:05:41,2024-04-04 17:06:47,IP Address,69.251.74.76,100,66,True,2024-04-04 17:06:48,R_71gzQ6eIOwtVioU,,,,,39.0715,-76.6963,anonymous,EN,0.8999999761581421,YES,0,Moderately important,35-44 years old,Male,,White or Caucasian,5dd2f0818950ba2f90b01bc1,,,,,,,,,,,,,,,,,,,,,5dd2f0818950ba2f90b01bc1
2024-04-04 17:00:56,2024-04-04 17:06:51,IP Address,172.101.207.201,100,354,True,2024-04-04 17:06:52,R_1XamkUfD0mkeush,,,,,42.9709,-77.5821,anonymous,EN,1,YES,40,Very important,35-44 years old,Female,,White or Caucasian,5a973b8235237b0001127686,,Split donation equally among both the charities,,,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,68,65,68,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5a973b8235237b0001127686
2024-04-04 17:04:44,2024-04-04 17:06:53,IP Address,99.23.146.214,100,129,True,2024-04-04 17:06:54,R_1QDo0pQknBnXWGB,,,,,29.6138,-82.386,anonymous,EN,0.8999999761581421,YES,0,Slightly important,45-54 years old,Male,,White or Caucasian,5977466b68264c0001c49088,,,,,,,,,,,,,,,,,,,,,5977466b68264c0001c49088
2024-04-04 17:05:46,2024-04-04 17:06:54,IP Address,72.81.245.191,100,68,True,2024-04-04 17:06:54,R_5dG5ILpWJbkCpNi,,,,,38.9894,-76.5494,anonymous,EN,0.8999999761581421,YES,0,Moderately important,35-44 years old,Male,,White or Caucasian,5c0f1cf4f3027300014b606f,,,,,,,,,,,,,,,,,,,,,5c0f1cf4f3027300014b606f
2024-04-04 17:04:00,2024-04-04 17:06:54,IP Address,66.168.196.100,100,173,True,2024-04-04 17:06:54,R_1OHtc3JUsOKQ7jX,,,,,34.3543,-83.8898,anonymous,EN,1,YES,10,Slightly important,65+ years old,Female,,White or Caucasian,638371bc3a1d7da12422ea22,,Donate all to Against Malaria Foundation,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,10,10,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",638371bc3a1d7da12422ea22
2024-04-04 17:04:40,2024-04-04 17:06:55,IP Address,68.187.114.105,100,134,True,2024-04-04 17:06:55,R_5aUIHGfXfqGXo6b,,,,,44.951,-89.5335,anonymous,EN,1,YES,25,Slightly important,25-34 years old,Male,,White or Caucasian,5c69f6b01b9d0e000190b438,,Donate all to Against Malaria Foundation,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,75,80,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5c69f6b01b9d0e000190b438
2024-04-04 17:05:51,2024-04-04 17:06:56,IP Address,71.84.182.138,100,64,True,2024-04-04 17:06:57,R_72EnpSqhOuJP3LZ,,,,,46.3193,-119.3377,anonymous,EN,0.8999999761581421,YES,0,Not at all important,25-34 years old,Male,,White or Caucasian,5f46dbd3b7e5b30b4076e893,,,,,,,,,,,,,,,,,,,,,5f46dbd3b7e5b30b4076e893
2024-04-04 17:02:48,2024-04-04 17:06:59,IP Address,99.47.159.215,100,251,True,2024-04-04 17:07:00,R_2k4IAcFUVktTKD8,,,,,35.1128,-89.9085,anonymous,EN,0.8999999761581421,YES,50,Extremely important,45-54 years old,Male,,"White or Caucasian,American Indian/Native American or Alaska Native",57d810f1813eb30001825b65,,,100,0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",57d810f1813eb30001825b65
2024-04-04 17:04:15,2024-04-04 17:07:13,IP Address,68.134.180.113,100,177,True,2024-04-04 17:07:13,R_3RvJeyCCg31fKtJ,,,,,39.1658,-76.6382,anonymous,EN,0.8999999761581421,YES,50,Very important,25-34 years old,Non-binary / third gender,,White or Caucasian,589de7bbbb9e0f0001ac9768,,Donate all to Against Malaria Foundation,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,90,90,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",589de7bbbb9e0f0001ac9768
2024-04-04 17:02:50,2024-04-04 17:07:23,IP Address,73.172.214.66,100,272,True,2024-04-04 17:07:23,R_1cpaDg3ShpoPOeE,,,,,38.9057,-77.0319,anonymous,EN,1,YES,50,Slightly important,25-34 years old,Male,,"White or Caucasian,Other",65a54e046e70df9084bdb4ec,Donate all to United to Beat Malaria,,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,,,,57,,27,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65a54e046e70df9084bdb4ec
2024-04-04 17:06:03,2024-04-04 17:07:31,IP Address,76.37.197.148,100,87,True,2024-04-04 17:07:31,R_2lfquO5wFozvW7x,,,,,43.1139,-79.0425,anonymous,EN,1,YES,0,Slightly important,25-34 years old,Non-binary / third gender,,White or Caucasian,5f47f0dd26b052111e2d323b,,,,,,,,,,,,,,,,,,,,,5f47f0dd26b052111e2d323b
2024-04-04 17:04:02,2024-04-04 17:07:35,IP Address,76.34.101.24,100,213,True,2024-04-04 17:07:36,R_51bIDS3Jf9pHc7i,,,,,41.2779,-84.3578,anonymous,EN,1,YES,40,Very important,45-54 years old,Male,,White or Caucasian,5fe90f1a6a365785d7cb440b,,,50,50,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,90,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5fe90f1a6a365785d7cb440b
2024-04-04 17:03:51,2024-04-04 17:07:37,IP Address,99.31.211.106,100,225,True,2024-04-04 17:07:37,R_3DcDGwBwAE2iDYZ,,,,,37.6787,-122.127,anonymous,EN,1,YES,5,Moderately important,25-34 years old,Male,,Asian,65508db3cad84554a8683b72,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,80,80,80,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65508db3cad84554a8683b72
2024-04-04 17:05:19,2024-04-04 17:07:42,IP Address,76.34.12.139,100,142,True,2024-04-04 17:07:42,R_5joK9wekCvbGRdN,,,,,39.0385,-84.5456,anonymous,EN,0.8999999761581421,YES,20,Moderately important,25-34 years old,Male,,White or Caucasian,628e216bba11289b021aa0bd,Donate all to Against Malaria Foundation,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",628e216bba11289b021aa0bd
2024-04-04 17:00:53,2024-04-04 17:07:43,IP Address,71.117.187.81,100,410,True,2024-04-04 17:07:44,R_1EMQJESmbHTFCiy,,,,,41.7497,-71.4079,anonymous,EN,0.8999999761581421,YES,100,Moderately important,25-34 years old,Male,,Other,66097b281bded1247f881678,,,50,50,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,50,50,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",66097b281bded1247f881678
2024-04-04 17:01:05,2024-04-04 17:07:44,IP Address,76.14.223.154,100,398,True,2024-04-04 17:07:45,R_38LPqJja46gBDEt,,,,,44.9028,-122.9133,anonymous,EN,0.8999999761581421,YES,20,Very important,55-64 years old,Female,,White or Caucasian,56c3ee7411e094000dd4654d,,,50,50,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,72,75,62,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",56c3ee7411e094000dd4654d
2024-04-04 17:07:04,2024-04-04 17:07:48,IP Address,172.100.46.22,100,43,True,2024-04-04 17:07:48,R_1gGwCjKMCNwhON3,,,,,42.9339,-78.8046,anonymous,EN,1,YES,0,Moderately important,35-44 years old,Female,,Black or African American,5b476e05f2c50b0001a70e60,,,,,,,,,,,,,,,,,,,,,5b476e05f2c50b0001a70e60
2024-04-04 17:05:59,2024-04-04 17:07:48,IP Address,50.25.16.224,100,109,True,2024-04-04 17:07:49,R_7QnGfxP4ogGKONb,,,,,38.9661,-80.2313,anonymous,EN,0.8999999761581421,YES,0,Extremely important,25-34 years old,Female,,"White or Caucasian,Black or African American,Other",5f7249a818825916c92c30c2,,,,,,,,,,,,,,,,,,,,,5f7249a818825916c92c30c2
2024-04-04 16:59:03,2024-04-04 17:07:59,IP Address,104.54.49.175,100,535,True,2024-04-04 17:07:59,R_8dgA4LOczjAB9Mo,,,,,37.6998,-97.4221,anonymous,EN,1,YES,100,Very important,35-44 years old,Female,,White or Caucasian,6157769623f8b93ecb608d03,Donate all to United to Beat Malaria,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,,,,92,,93,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",6157769623f8b93ecb608d03
2024-04-04 17:06:58,2024-04-04 17:07:59,IP Address,71.112.174.154,100,61,True,2024-04-04 17:08:00,R_7oSAFPTdGe8ZIvW,,,,,40.4325,-79.863,anonymous,EN,1,YES,0,Very important,25-34 years old,Female,,White or Caucasian,5fc521555cd05b000cfe0998,,,,,,,,,,,,,,,,,,,,,5fc521555cd05b000cfe0998
2024-04-04 17:05:46,2024-04-04 17:08:02,IP Address,50.47.217.181,100,135,True,2024-04-04 17:08:02,R_5EicNWWVgfFVbOg,,,,,47.7229,-122.1961,anonymous,EN,1,YES,0,Slightly important,45-54 years old,Male,,White or Caucasian,6310f7cc10a0cd8f6156091f,,,,,,,,,,,,,,,,,,,,,6310f7cc10a0cd8f6156091f
2024-04-04 17:00:36,2024-04-04 17:08:02,IP Address,172.59.76.11,100,445,True,2024-04-04 17:08:02,R_84OT8Tpfq2vsbCR,,,,,39.1139,-94.6254,anonymous,EN,0.8999999761581421,YES,50,Extremely important,55-64 years old,Male,,Black or African American,660bba05bd512d7394672c81,,,50,50,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,89,96,95,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660bba05bd512d7394672c81
2024-04-04 17:05:44,2024-04-04 17:08:02,IP Address,174.174.127.91,100,138,True,2024-04-04 17:08:03,R_1tmRrETB9MVZPAK,,,,,45.5496,-122.8293,anonymous,EN,0.699999988079071,YES,0,Moderately important,35-44 years old,Female,,White or Caucasian,604d8f415e948938fd60b536,,,,,,,,,,,,,,,,,,,,,604d8f415e948938fd60b536
2024-04-04 17:04:37,2024-04-04 17:08:06,IP Address,73.114.239.194,100,208,True,2024-04-04 17:08:06,R_2RjuKZg8qT78znk,,,,,41.5538,-73.063,anonymous,EN,0.8999999761581421,YES,5,Very important,45-54 years old,Female,,White or Caucasian,58e79ac632bebb0001b741ec,,Donate all to Against Malaria Foundation,,,Somewhat disagree,Somewhat disagree,Strongly disagree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,82,63,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",58e79ac632bebb0001b741ec
2024-04-04 17:05:04,2024-04-04 17:08:09,IP Address,108.35.202.43,100,184,True,2024-04-04 17:08:09,R_2HYuVnWU6nNNgNL,,,,,40.0351,-74.1107,anonymous,EN,0.8999999761581421,YES,5,Very important,25-34 years old,Female,,White or Caucasian,660e0ff1acc70808d6a3f080,,Split donation equally among both the charities,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,90,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660e0ff1acc70808d6a3f080
2024-04-04 17:05:50,2024-04-04 17:08:20,IP Address,100.1.226.89,100,149,True,2024-04-04 17:08:21,R_2FJOpYFLB4c0OA1,,,,,40.846,-74.4874,anonymous,EN,0.8999999761581421,YES,20,Moderately important,45-54 years old,Male,,Asian,5de79f571d61c97067154a5c,,,30,70,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,55,20,79,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5de79f571d61c97067154a5c
2024-04-04 17:07:20,2024-04-04 17:08:27,IP Address,47.181.137.38,100,66,True,2024-04-04 17:08:28,R_7jcURkJ08qThv4v,,,,,34.1649,-119.172,anonymous,EN,1,YES,0,Very important,25-34 years old,Female,,"White or Caucasian,Asian",60fd65868d05ed4ee1b4a504,,,,,,,,,,,,,,,,,,,,,60fd65868d05ed4ee1b4a504
2024-04-04 17:05:13,2024-04-04 17:08:38,IP Address,67.204.146.171,100,204,True,2024-04-04 17:08:38,R_5pSE6gbVQH2y7PX,,,,,44.2762,-121.1847,anonymous,EN,1,YES,0,Slightly important,25-34 years old,Male,,White or Caucasian,62a740d9c5f27d3efa9d9403,,,,,,,,,,,,,,,,,,,,,62a740d9c5f27d3efa9d9403
